(0, 0):0.0,0.0,0.0,0.0,
(0, 1):0.0,0.0,0.0,0.0,
(0, 2):0.0,0.0,0.0,0.0,
(0, 3):0.0,0.0,0.0,0.0013526403762500003,
(0, 4):0.0,0.0,0.0,0.0,
(0, 5):0.0,0.0,0.0,0.0,
(0, 6):0.0,0.0,0.0,0.0,
(0, 7):0.0,0.0,0.0,0.0,
(0, 8):0.0,0.0,0.0,0.0,
(0, 9):0.0,0.0,0.0,0.0,
(0, 10):0.0,0.0,0.0,0.0,
(0, 11):0.0,0.0,0.0,0.0,
(0, 12):0.0,0.0,0.0,0.0,
(0, 13):0.0,0.0,0.0,0.0,
(0, 14):0.0,0.0,0.0,0.0,
(1, 0):0.0,0.0,0.0,5.876553125000002e-06,
(1, 1):0.0,0.0,0.0,0.0,
(1, 2):0.0,0.0006521288750000002,0.0,0.0,
(1, 3):0.0,0.0,0.0,0.05450677078097502,
(1, 4):0.0013526403762500003,0.0,0.0,0.00023750000000000005,
(1, 5):0.0,0.0,0.0,0.0,
(1, 6):0.0,0.0,0.0,0.0,
(1, 7):0.0,0.0,0.0,0.0,
(1, 8):0.0,0.0,0.0,0.0,
(1, 9):0.0,0.0,0.0,0.0,
(1, 10):0.0,0.0,0.0,0.0,
(1, 11):0.0,0.0,0.0,0.0,
(1, 12):0.0,0.0,0.0,0.0,
(1, 13):0.0,0.0,0.0,0.0,
(1, 14):0.0,0.0,0.0,0.0,
(2, 0):8.468750000000005e-07,0.0002715019825000001,0.0,0.00011753106250000002,
(2, 1):3.1250000000000013e-07,0.0,0.0,0.011827996498729253,
(2, 2):0.0005456111417500002,0.07886668449647502,0.0,0.0,
(2, 3):0.008213521756625002,0.0013449868887500003,0.0020751130935125007,0.38561603772519504,
(2, 4):0.06680531479408,0.0,1.1875000000000004e-05,0.008597500000000001,
(2, 5):0.0019762125886250005,0.0,0.0,0.0,
(2, 6):0.0,0.0,0.0,0.0,
(2, 7):0.0,0.0,0.0,0.0,
(2, 8):0.0,0.0,0.0,0.0,
(2, 9):0.0,0.0,0.0,0.0,
(2, 10):0.0,0.0,0.0,0.0,
(2, 11):0.0,0.0,0.0,0.0,
(2, 12):0.0,0.0,0.0,0.0,
(2, 13):0.0,0.0,0.0,0.0,
(2, 14):0.0,0.0,0.0,0.0,
(3, 0):0.00040597526503750013,0.008565127108032502,3.1250000000000013e-07,0.0,
(3, 1):0.00034794230878750014,0.09428543882794153,0.0006457863092428752,0.0014810106602979618,
(3, 2):0.013554605393868505,0.42495268235150047,0.012393006368075006,0.01720015135291723,
(3, 3):1.0,
(3, 4):0.28476639500000006,0.0,0.007716011936692626,0.04692615404977706,
(3, 5):0.01105,0.0,0.0,0.0002956727351323879,
(3, 6):0.0004512500000000001,0.0,0.0,1.5571136756619396e-05,
(3, 7):1.1875000000000004e-05,0.0,0.0,0.0,
(3, 8):0.0,0.0,0.0,0.0,
(3, 9):0.0,0.0,0.0,0.0,
(3, 10):0.0,0.0,0.0,0.0,
(3, 11):0.0,0.0,0.0,0.0,
(3, 12):0.0,0.0,0.0,0.0,
(3, 13):0.0,0.0,0.0,0.0,
(3, 14):0.0,0.0,0.0,0.0,
(4, 0):0.0,0.0015654592065945908,8.094437500000002e-05,7.645803942173154e-05,
(4, 1):0.00010476366230074136,0.05739393541816625,0.006949826646425001,0.0010556498821017006,
(4, 2):0.006546034606716428,0.24974914020291375,0.15670408416891962,0.048090705775782616,
(4, 3):0.12411119554994453,0.1248477524970856,0.4999999999999997,0.12498971281781106,
(4, 4):0.24996827272686664,0.011924180986722875,0.07544546097976507,0.03257892972824778,
(4, 5):0.06647760993369842,0.00017676239583140234,0.0006436250000000001,0.003645584918688158,
(4, 6):0.0039180165881297566,7.785568378309699e-07,1.1875000000000004e-05,8.520829839978738e-05,
(4, 7):4.281168291853431e-05,0.0,0.0,0.0,
(4, 8):7.785568378309699e-07,0.0,0.0,0.0,
(4, 9):0.0,0.0,0.0,0.0,
(4, 10):0.0,0.0,0.0,0.0,
(4, 11):0.0,0.0,0.0,0.0,
(4, 12):0.0,0.0,0.0,0.0,
(4, 13):0.0,0.0,0.0,0.0,
(4, 14):0.0,0.0,0.0,0.0,
(5, 0):6.311354298174697e-05,0.007103699750924879,0.0,3.7860537485110415e-05,
(5, 1):0.00046706615006545266,0.044903142011898635,0.005612030706744357,0.0003324234582347043,
(5, 2):0.010898121946185767,0.12499297478261637,0.08088110386551353,0.025732551095708878,
(5, 3):0.06247020166891727,0.062358349365120636,0.24999999999999986,0.06249367553321027,
(5, 4):0.12496057591934821,0.011923331324610698,0.09842390144493576,0.023508921658462394,
(5, 5):0.044640078503243086,0.000105352464177531,0.002107319873369914,0.001610259538315687,
(5, 6):0.003307140481776801,3.8927841891548494e-08,2.8797659837576856e-05,0.0,
(5, 7):0.0,0.0,7.785568378309699e-07,0.0,
(5, 8):0.0,0.0,0.0,0.0,
(5, 9):0.0,0.0,0.0,0.0,
(5, 10):0.0,0.0,0.0,0.0,
(5, 11):0.0,0.0,0.0,0.0,
(5, 12):0.0,0.0,0.0,0.0,
